"SHOW","THIS.WEEK.GROSS...POTENTIAL.GROSS","DIFF..","AVG.TICKET...TOP.TICKET","SEATS.SOLD...SEATS.IN.THEATRE","PERFS.PREVIEWS","X..CAP","DIFF...CAP","WEEK.DATE"
"& Juliet",966936.5,142750.6,133.37,7250,8,88.33,7.6,"2024-05-12"
"Aladdin",1274359.6,140138.2,97.42,13081,8,94.68,0.48,"2024-05-12"
"Appropriate",702686,43422.8,118.84,5913,8,90.91,2.66,"2024-05-12"
"Back To The Future",872782.3,26959.45,93.63,9322,8,78.84,-0.21,"2024-05-12"
"A Beautiful Noise The Neil Diamond Musical",929935.3,172063.5,149.97,6201,8,67.23,12.67,"2024-05-12"
"The Book of Mormon",881824.09,64249.73,108.96,8093,8,94.9,4.73,"2024-05-12"
"Cabaret",2009348.5,89059.5,235.01,8550,8,99.88,-0.17,"2024-05-12"
"Chicago",710555.81,70851.06,103.75,6849,8,79.27,4.98,"2024-05-12"
"An Enemy of the People",1060185.2,11898.8,155.02,6839,8,103.25,0.05,"2024-05-12"
"The Great Gatsby",1180502.35,130718.5,109.44,10787,8,90.8,7.26,"2024-05-12"
"Hadestown",810067.95,75797.1,112.81,7181,8,97.78,3.77,"2024-05-12"
"Hamilton",1723901.25,-8952,162.69,10596,8,100.04,5.04,"2024-05-12"
"Harry Potter and the Cursed Child",990023.6,-35707.5,94.08,10523,8,81.1,-1.01,"2024-05-12"
"The Heart of Rock and Roll",319029.58,31973.48,54.21,5885,8,69.79,-0.75,"2024-05-12"
"Hell's Kitchen",1503808.78,233289.35,127.72,11774,8,101.01,1.35,"2024-05-12"
"Illinoise",679736.95,-4656.2,89.89,7562,6,94.27,2.8,"2024-05-12"
"Lempicka",419472.25,144423.55,57.34,7316,8,87.34,3.84,"2024-05-12"
"The Lion King",2114486.55,78528.25,162.52,13011,8,95.89,2.44,"2024-05-12"
"Mary Jane",497852,30805,100.25,4966,8,96.54,-0.89,"2024-05-12"
"Merrily We Roll Along",1518186,82614,196.45,7728,8,100,0,"2024-05-12"
"MJ The Musical",1609709.5,153114.75,150.82,10673,8,96.19,4.42,"2024-05-12"
"Mother Play",603566.75,51641.5,133.38,4525,8,97.35,1.95,"2024-05-12"
"Moulin Rouge! The Musical",1528630.92,122771.65,146.9,10406,8,100.06,0.92,"2024-05-12"
"The Notebook",786487.5,113057.5,110.77,7100,8,87.27,4.56,"2024-05-12"
"The Outsiders",1023826.5,129650.2,124.87,8199,8,100.18,1.77,"2024-05-12"
"Patriots",404147.2,-12225.3,74.73,5408,8,65.31,-2.17,"2024-05-12"
"SIX: The Musical",850299.2,84490.3,114.12,7451,8,90.34,3.48,"2024-05-12"
"Stereophonic",683910.55,92391.9,111.22,6149,8,98.79,0.69,"2024-05-12"
"Suffs",802422.6,171641.5,110.79,7243,8,93.05,12.33,"2024-05-12"
"Uncle Vanya",914675,-83365,126.13,7252,8,86.58,-5.84,"2024-05-12"
"Water For Elephants",1074006.49,63952.44,115.57,9293,8,83.87,1.09,"2024-05-12"
"The Who's Tommy",991027.5,80673.5,123.69,8012,8,85.23,7.22,"2024-05-12"
"Wicked",1721354,135349,127.39,13512,8,93.47,4.29,"2024-05-12"
"The Wiz",1567632.3,109154.05,128.59,12191,8,95.24,0.52,"2024-05-12"
"& Juliet",824185.9,-195529.2,124.39,6626,8,80.73,-12.25,"2024-05-05"
"Aladdin",1134221.4,-305757,87.15,13015,8,94.2,-1.99,"2024-05-05"
"Appropriate",659263.2,-25517.6,114.85,5740,8,88.25,0.47,"2024-05-05"
"Back To The Future",845822.85,-246029.79,90.49,9347,8,79.05,-12.06,"2024-05-05"
"A Beautiful Noise The Neil Diamond Musical",757871.8,-194870.75,150.58,5033,8,54.56,-14.23,"2024-05-05"
"The Book of Mormon",817574.36,-77910.83,106.32,7690,8,90.17,-3.69,"2024-05-05"
"Cabaret",1920289,218461,224.23,8564,8,100.05,-0.02,"2024-05-05"
"Chicago",639704.75,-36371.15,99.66,6419,8,74.29,-1.62,"2024-05-05"
"An Enemy of the People",1048286.4,-41296.1,153.35,6836,8,103.2,0.6,"2024-05-05"
"The Great Gatsby",1049783.85,21508,105.77,9925,8,83.54,-14.2,"2024-05-05"
"Hadestown",734270.85,-119092.55,106.35,6904,8,94.01,-5.25,"2024-05-05"
"Hamilton",1732853.25,-114299.25,172.22,10062,8,95,-3.41,"2024-05-05"
"Harry Potter and the Cursed Child",1025731.1,-101138.4,96.28,10654,8,82.11,-5.81,"2024-05-05"
"The Heart of Rock and Roll",287056.1,-84428.65,47.49,6044,8,70.54,2.15,"2024-05-05"
"Hell's Kitchen",1270519.43,-19918.67,110.43,11505,8,99.66,0.15,"2024-05-05"
"Illinoise",684393.15,-44093.75,79.94,8561,7,91.47,0.1,"2024-05-05"
"Lempicka",275048.7,-13053.1,39.33,6994,8,83.5,12.05,"2024-05-05"
"The Lion King",2035958.3,-160560,160.58,12679,8,93.45,-0.67,"2024-05-05"
"Mary Jane",467047,35230,93.19,5012,8,97.43,3.16,"2024-05-05"
"Merrily We Roll Along",1435572,-28920,185.76,7728,8,100,0,"2024-05-05"
"MJ The Musical",1456594.75,-143779.5,143.04,10183,8,91.77,-4.49,"2024-05-05"
"Mother Play",551925.25,55001,124.48,4434,8,95.4,-3.52,"2024-05-05"
"Moulin Rouge! The Musical",1405859.27,-27615.44,136.35,10311,8,99.14,-0.23,"2024-05-05"
"The Notebook",673430,-99173.18,100.08,6729,8,82.71,-8.67,"2024-05-05"
"The Outsiders",894176.3,-29511.85,111.02,8054,8,98.41,0.57,"2024-05-05"
"Patriots",416372.5,-97234.5,74.53,5587,8,67.48,-25.54,"2024-05-05"
"SIX: The Musical",765808.9,-79315.4,106.9,7164,8,86.86,-2.46,"2024-05-05"
"Stereophonic",591518.65,50357.75,96.87,6106,8,98.1,1.72,"2024-05-05"
"Suffs",630781.1,612.5,100.39,6283,8,80.72,2.88,"2024-05-05"
"Sweeney Todd",1762444.1,242704.7,167.92,10496,7,100.1,0.98,"2024-05-05"
"Uncle Vanya",998040,168589,128.93,7741,8,92.42,-6.27,"2024-05-05"
"Water For Elephants",1010054.05,-28249.5,110.12,9172,8,82.78,-1.81,"2024-05-05"
"The Who's Tommy",910354,-154187.65,124.14,7333,8,78.01,-8.67,"2024-05-05"
"Wicked",1586005,-340854,123.02,12892,8,89.18,-10.57,"2024-05-05"
"The Wiz",1458478.25,-152639.4,120.3,12124,8,94.72,-3.6,"2024-05-05"
"& Juliet",1019715.1,25805.4,133.61,7632,8,92.98,-0.44,"2024-04-28"
"Aladdin",1439978.4,95828.9,108.36,13289,8,96.19,1.51,"2024-04-28"
"Appropriate",684780.8,35376.7,119.95,5709,8,87.78,-1.29,"2024-04-28"
"Back To The Future",1091852.64,40916.22,101.35,10773,8,91.11,2.86,"2024-04-28"
"A Beautiful Noise The Neil Diamond Musical",952742.55,100236.72,150.16,6345,8,68.79,7.23,"2024-04-28"
"The Book of Mormon",895485.19,2986.98,111.88,8004,8,93.86,-1.48,"2024-04-28"
"Cabaret",1701828,878611,227.06,7495,7,100.07,-0.02,"2024-04-28"
"Chicago",676075.9,73493.72,103.08,6559,8,75.91,6.07,"2024-04-28"
"An Enemy of the People",1089582.5,8793,160.33,6796,8,102.6,-0.09,"2024-04-28"
"The Great Gatsby",1028275.85,-5693.85,88.55,11612,5,97.74,2.55,"2024-04-28"
"Hadestown",853363.4,-4026.6,117.06,7290,8,99.26,-0.03,"2024-04-28"
"Hamilton",1847152.5,-50510.75,177.2,10424,8,98.41,-0.85,"2024-04-28"
"Harry Potter and the Cursed Child",1126869.5,-14726.4,98.77,11409,8,87.92,7.48,"2024-04-28"
"The Heart of Rock and Roll",371484.75,109305.95,63.39,5860,8,68.39,-12.26,"2024-04-28"
"Hell's Kitchen",1290438.1,513803.7,112.34,11487,8,99.51,1.77,"2024-04-28"
"Illinoise",728486.9,0,74.59,9766,8,91.37,0,"2024-04-28"
"Kimberly Akimbo",627285.13,115327.13,121.52,5162,8,83.47,0.53,"2024-04-28"
"Lempicka",288101.8,-66482.8,48.14,5985,8,71.45,-3.5,"2024-04-28"
"The Lion King",2196518.3,21532.05,172.01,12770,8,94.12,0.33,"2024-04-28"
"Mary Jane",431817,58533,89.05,4849,8,94.27,-1.55,"2024-04-28"
"Merrily We Roll Along",1464492,151132.8,189.5,7728,8,100,0,"2024-04-28"
"MJ The Musical",1600374.25,90489.25,149.83,10681,8,96.26,3.56,"2024-04-28"
"Mother Play",496924.25,-23712,108.07,4598,5,98.92,0.15,"2024-04-28"
"Moulin Rouge! The Musical",1433474.71,33192.76,138.71,10334,8,99.37,-0.35,"2024-04-28"
"The Notebook",772603.18,557.24,103.91,7435,8,91.38,6.2,"2024-04-28"
"The Outsiders",923688.15,33950.35,115.36,8007,8,97.84,-0.86,"2024-04-28"
"Patriots",513607,137764.75,66.68,7702,8,93.02,0.71,"2024-04-28"
"SIX: The Musical",845124.3,-81087.1,114.72,7367,8,89.32,-8.36,"2024-04-28"
"Stereophonic",541160.9,205424.1,90.21,5999,8,96.38,-3.62,"2024-04-28"
"Suffs",630168.6,75156.9,104.01,6059,8,77.84,-15.6,"2024-04-28"
"Sweeney Todd",1519739.4,128678.2,146.21,10394,7,99.12,3.16,"2024-04-28"
"Uncle Vanya",829451,-99442,114.68,7233,6,98.69,0.27,"2024-04-28"
"Water For Elephants",1038303.55,6235.24,110.78,9373,8,84.59,2.25,"2024-04-28"
"The Who's Tommy",1064541.65,36463.2,130.65,8148,8,86.68,4.08,"2024-04-28"
"Wicked",1926859,-39273,129.36,14895,8,99.75,2.66,"2024-04-28"
"The Wiz",1611117.65,129525.25,128.02,12585,8,98.32,-0.51,"2024-04-28"
"& Juliet",993909.7,-103124.4,129.62,7668,8,93.42,-1.77,"2024-04-21"
"Aladdin",1344149.5,-51186.1,102.76,13081,8,94.68,0.62,"2024-04-21"
"Appropriate",649404.1,167.65,112.1,5793,8,89.07,0.4,"2024-04-21"
"Back To The Future",1050936.42,-62888.04,100.71,10435,8,88.25,-1.72,"2024-04-21"
"A Beautiful Noise The Neil Diamond Musical",852505.83,107377.78,150.14,5678,8,61.56,6.93,"2024-04-21"
"The Book of Mormon",892498.21,11281.95,109.76,8131,8,95.34,0.79,"2024-04-21"
"Cabaret",823217,-908010,128.11,6426,1,100.09,0.09,"2024-04-21"
"Chicago",602582.18,-47779.92,99.86,6034,8,69.84,-3.93,"2024-04-21"
"Doubt",549803.35,24.75,101.57,5413,8,93.07,-3.14,"2024-04-21"
"An Enemy of the People",1080789.5,22103.5,158.89,6802,8,102.69,0.35,"2024-04-21"
"The Great Gatsby",1033969.7,89493,91.44,11308,0,95.19,2.16,"2024-04-21"
"Hadestown",857390,-43083.55,117.58,7292,8,99.29,1.35,"2024-04-21"
"Hamilton",1897663.25,-75044,180.49,10514,8,99.26,-0.49,"2024-04-21"
"Harry Potter and the Cursed Child",1141595.9,-94674,109.37,10438,8,80.44,-4.12,"2024-04-21"
"The Heart of Rock and Roll",262178.8,47588.55,37.94,6910,0,80.65,6.55,"2024-04-21"
"Hell's Kitchen",776634.4,-160628.01,78.66,9873,1,97.74,1.43,"2024-04-21"
"Kimberly Akimbo",511958,37105.9,99.82,5129,8,82.94,-2.57,"2024-04-21"
"Lempicka",354584.6,10504.3,56.48,6278,8,74.95,-19.1,"2024-04-21"
"The Lion King",2174986.25,124795.65,170.92,12725,8,93.79,2.49,"2024-04-21"
"Mary Jane",373284,94239,75.73,4929,0,95.82,9.23,"2024-04-21"
"Merrily We Roll Along",1313359.2,-152144.8,169.95,7728,8,100,0,"2024-04-21"
"MJ The Musical",1509885,36206,146.79,10286,8,92.7,1.96,"2024-04-21"
"Mother Play",520636.25,-17778.75,113.4,4591,0,98.77,-0.5,"2024-04-21"
"Moulin Rouge! The Musical",1400281.95,11649.18,135.02,10371,8,99.72,0.15,"2024-04-21"
"The Notebook",772045.94,-6283.96,111.41,6930,8,85.18,0.72,"2024-04-21"
"The Outsiders",889737.8,101771.65,110.14,8078,8,98.7,-0.8,"2024-04-21"
"Patriots",375842.25,2843.6,56.2,6688,0,92.31,10.72,"2024-04-21"
"SIX: The Musical",926211.4,-14455.9,114.96,8057,8,97.68,1.22,"2024-04-21"
"Stereophonic",335736.8,-104321.45,61.65,5446,2,100,0,"2024-04-21"
"Suffs",555011.7,-54372.6,76.31,7273,5,93.44,-4.79,"2024-04-21"
"Sweeney Todd",1391061.2,59555.4,138.25,10062,7,95.96,2.98,"2024-04-21"
"Uncle Vanya",928893,-66679,112.68,8244,0,98.42,0.15,"2024-04-21"
"Water For Elephants",1032068.31,86471.31,113.13,9123,8,82.34,10.16,"2024-04-21"
"The Who's Tommy",1028078.45,-17539.9,132.42,7764,8,82.6,-1.89,"2024-04-21"
"Wicked",1966132,8771,131.43,14959,8,97.09,-0.92,"2024-04-21"
"The Wiz",1481592.4,193535.8,117.12,12650,7,98.83,5.49,"2024-04-21"
"& Juliet",1097034.1,-162245.1,140.41,7813,8,95.19,-2.87,"2024-04-14"
"Aladdin",1395335.6,-471290.6,107.37,12996,8,94.06,-2.37,"2024-04-14"
"Appropriate",649236.45,-19306.25,112.58,5767,8,88.67,-3.53,"2024-04-14"
"Back To The Future",1113824.46,-241243.84,104.7,10638,8,89.97,-6.6,"2024-04-14"
"A Beautiful Noise The Neil Diamond Musical",745128.05,-12187.4,147.87,5039,8,54.63,-1.26,"2024-04-14"
"The Book of Mormon",881216.26,-140022.38,109.29,8063,8,94.55,-3.57,"2024-04-14"
"Cabaret",1731227,201391.5,231.14,7490,0,100,0,"2024-04-14"
"Chicago",650362.1,-449678.6,102.03,6374,8,73.77,-24.19,"2024-04-14"
"Doubt",549778.6,51140.95,112.29,4896,7,96.21,1.66,"2024-04-14"
"An Enemy of the People",1058686,7379.8,156.17,6779,8,102.34,-0.24,"2024-04-14"
"The Great Gatsby",944476.7,-178495.1,97.67,9670,0,93.03,-6.97,"2024-04-14"
"Hadestown",900473.55,-86321.5,125.19,7193,8,97.94,-1.57,"2024-04-14"
"Hamilton",1972707.25,-81807.75,186.7,10566,8,99.75,-1.35,"2024-04-14"
"Harry Potter and the Cursed Child",1236269.9,-360197.15,112.66,10973,8,84.56,-9.31,"2024-04-14"
"The Heart of Rock and Roll",214590.25,-56016.3,38.63,5555,0,74.1,-0.18,"2024-04-14"
"Hell's Kitchen",937262.41,-75820.35,96.35,9728,0,96.31,-2.29,"2024-04-14"
"Kimberly Akimbo",474852.1,12540.45,89.8,5288,8,85.51,2.1,"2024-04-14"
"Lempicka",344080.3,-13676.6,43.68,7878,1,94.05,7.05,"2024-04-14"
"The Lion King",2050190.6,-582433.4,165.5,12388,8,91.3,-4.64,"2024-04-14"
"Mary Jane",279045,-69699,100.23,2784,0,86.59,-4.23,"2024-04-14"
"Merrily We Roll Along",1465504,203585.4,189.64,7728,8,100,0,"2024-04-14"
"MJ The Musical",1473679,-213882,146.36,10069,8,90.74,-7.1,"2024-04-14"
"Mother Play",538415,46732,116.69,4614,0,99.27,0.5,"2024-04-14"
"Moulin Rouge! The Musical",1388632.77,-39638.65,134.1,10355,8,99.57,-0.49,"2024-04-14"
"The Notebook",778329.9,-96650.94,113.26,6872,8,84.46,-9.03,"2024-04-14"
"The Outsiders",787966.15,55893.55,96.77,8143,4,99.5,-0.7,"2024-04-14"
"Patriots",372998.65,-3193.1,63.1,5911,0,81.59,4.71,"2024-04-14"
"SIX: The Musical",940667.3,-78420.1,118.23,7956,8,96.46,-2.41,"2024-04-14"
"Stereophonic",440058.25,236314.6,80.8,5446,0,100,0,"2024-04-14"
"Suffs",609384.3,88992.2,79.7,7646,0,98.23,1.45,"2024-04-14"
"Sweeney Todd",1331505.8,-50685.9,136.56,9750,7,92.98,-0.79,"2024-04-14"
"Uncle Vanya",995572,333351,120.95,8231,0,98.27,-1.75,"2024-04-14"
"Water For Elephants",945597,-80730.05,118.24,7997,8,72.18,-9.09,"2024-04-14"
"The Who's Tommy",1045618.35,42360.8,131.66,7942,8,84.49,-2.54,"2024-04-14"
"Wicked",1957361,-443102,129.62,15101,8,98.01,-1.99,"2024-04-14"
"The Wiz",1288056.6,-14482,123.98,10389,0,93.34,-4.22,"2024-04-14"
"& Juliet",1259279.2,-70328,156.45,8049,8,98.06,-2.38,"2024-04-07"
"Aladdin",1866626.2,56415.5,124.54,14988,9,96.43,-1.96,"2024-04-07"
"Appropriate",668542.7,-108998.6,111.48,5997,8,92.2,-2.42,"2024-04-07"
"Back To The Future",1355068.3,-77070.4,118.67,11419,8,96.57,-4.53,"2024-04-07"
"A Beautiful Noise The Neil Diamond Musical",757315.45,83631.8,146.91,5155,8,55.89,-4.56,"2024-04-07"
"The Book of Mormon",1021238.64,-112509.33,122.04,8368,8,98.12,-3.19,"2024-04-07"
"Cabaret",1529835.5,0,238.29,6420,0,100,0,"2024-04-07"
"Chicago",1100040.7,-3865.67,129.97,8464,8,97.96,-3.71,"2024-04-07"
"Doubt",498637.65,18280.25,90.68,5499,8,94.55,-1.5,"2024-04-07"
"An Enemy of the People",1051306.2,-10034.3,154.72,6795,8,102.58,-0.11,"2024-04-07"
"The Great Gatsby",1122971.8,689331.8,108.03,10395,0,100,0,"2024-04-07"
"Hadestown",986795.05,-130527.3,135.03,7308,8,99.51,-1.55,"2024-04-07"
"Hamilton",2054515,-11620.25,191.87,10708,8,101.1,-0.08,"2024-04-07"
"Harry Potter and the Cursed Child",1596467.05,-202709.2,131.06,12181,8,93.87,-5.93,"2024-04-07"
"The Heart of Rock and Roll",270606.55,131461.4,48.59,5569,0,74.28,-16.52,"2024-04-07"
"Hell's Kitchen",1013082.76,388122.11,101.72,9960,0,98.6,-1.4,"2024-04-07"
"Kimberly Akimbo",462311.65,-84189.5,89.63,5158,8,83.41,-7.26,"2024-04-07"
"Lempicka",357756.9,-58858.65,56.11,6376,0,87,-9.41,"2024-04-07"
"The Lion King",2632624,-545989,202.25,13017,8,95.94,-1.75,"2024-04-07"
"Mary Jane",348744,0,99.53,3504,0,90.82,0,"2024-04-07"
"Merrily We Roll Along",1261918.6,-265719.4,163.29,7728,8,100,0,"2024-04-07"
"MJ The Musical",1687561,-90140,155.45,10856,8,97.84,-1.8,"2024-04-07"
"Mother Play",491683,0,122.4,4017,0,98.77,0,"2024-04-07"
"Moulin Rouge! The Musical",1428271.42,-71732.55,137.25,10406,8,100.06,-0.28,"2024-04-07"
"The Notebook",874980.84,-71143.66,115.04,7606,8,93.49,-6.26,"2024-04-07"
"The Outsiders",732072.6,30291.4,102.83,7119,0,100.2,0.2,"2024-04-07"
"Patriots",376191.75,0,67.54,5570,0,76.88,0,"2024-04-07"
"SIX: The Musical",1019087.4,-47938.1,124.96,8155,8,98.87,-2,"2024-04-07"
"Spamalot",1119156.83,-3628.97,95.25,11750,8,88.85,-7.72,"2024-04-07"
"Stereophonic",203743.65,0,65.47,3112,0,100,0,"2024-04-07"
"Suffs",520392.1,59768.7,78.94,6592,0,96.78,-3.67,"2024-04-07"
"Sweeney Todd",1382191.7,-115392.8,140.57,9833,7,93.77,-6.68,"2024-04-07"
"Uncle Vanya",662221,0,126.47,5236,0,100.02,0,"2024-04-07"
"Water For Elephants",1026327.05,-123090.71,113.97,9005,8,81.27,-14.52,"2024-04-07"
"The Who's Tommy",1003257.55,46707.15,122.63,8181,8,87.03,-11.11,"2024-04-07"
"Wicked",2400463,-510122,155.79,15408,8,100,0,"2024-04-07"
"The Wiz",1302538.6,361113.5,139.95,9307,0,97.56,-2.44,"2024-04-07"
"& Juliet",1329607.2,258573.3,161.28,8244,8,100.44,3.63,"2024-03-31"
"Aladdin",1810210.7,417359.9,133.17,13593,8,98.39,1.96,"2024-03-31"
"Appropriate",777541.3,0,126.35,6154,8,94.62,0,"2024-03-31"
"Back To The Future",1432138.7,305939.95,119.8,11954,8,101.1,9.13,"2024-03-31"
"A Beautiful Noise The Neil Diamond Musical",673683.65,16064.53,120.82,5576,8,60.45,4.02,"2024-03-31"
"The Book of Mormon",1133747.97,136720.29,131.22,8640,8,101.31,2.33,"2024-03-31"
"Chicago",1103906.37,67691.95,125.67,8784,8,101.67,2.33,"2024-03-31"
"Days Of Wine And Roses",411616,17669.5,80.39,5120,8,64.78,6.54,"2024-03-31"
"Doubt",480357.4,-91132.2,98.27,4888,7,96.05,0.09,"2024-03-31"
"An Enemy of the People",1061340.5,162987.44,156.03,6802,8,102.69,-0.24,"2024-03-31"
"The Great Gatsby",433640,0,146.01,2970,0,100,0,"2024-03-31"
"Hadestown",1117322.35,91006.45,150.54,7422,8,101.06,0.07,"2024-03-31"
"Hamilton",2066135.25,114387.75,192.79,10717,8,101.18,1.94,"2024-03-31"
"Harry Potter and the Cursed Child",1799176.25,484024.45,138.93,12950,8,99.8,8.82,"2024-03-31"
"The Heart of Rock and Roll",139145.15,0,71.54,1945,0,90.8,0,"2024-03-31"
"Hell's Kitchen",624960.65,0,144.37,4329,0,100,0,"2024-03-31"
"Kimberly Akimbo",546501.15,26728.45,97.47,5607,8,90.67,8.22,"2024-03-31"
